report,institute,category
"Warga an. ibu nurasiah  alamat jalan mendawai utama, keluarga tidak mampu bekerja sebagai pemulung menderita sakit kanker rahim stadium 4 meminta dibawa ke rumah sakit. rabu (3/7/2019) jam 21.30 wib lsr jalan mendawai sudah menghubungi pihak rsud doris sylvanus agar dijemput pakai ambulans,  pihak rumah sakit bisa menjemput pakai ambulan asal direkomendasikan dinas sosial kota palangka raya",Dinas Sosial Kota Palangka Raya,  Pelayanan Kesehatan
"Pada Tanggal 29 Mei 2019
Kejadian kebakaran 15.30 didaerah cakung
Jumlah korban luka bakar 3 orang
1 orang luka bakar 65% ,
1 orang luka bakar 45 % 
1 orang luka bakar ringan

16.00 dibawa ke RS Mediros
Tetapi dokter IGD menyatakan tidak bisa di tangani di Mediros karena perlengkapan tidak lengkap . Lalu kami disarankan untuk membawa pasien menggunakan mobil / taxi online Karena jika menggunakan ambulance prosesnya ribet / harus nunggu antrian dulu atau nunggu ACC dari RS berikutnya. Akhirnya kami berinisiatif untuk mencari ambulance dari luar. Karena kami berfikir kasian pasiennya jika harus menggunakan mobil biasa. Karna pasiennya tidak bisa duduk.


16.45 ada seorang dokter laki2 masuk bertubuh agak besar dan memeriksa keadaan korban. Setelah diperiksa, dokter tsb mengatakan ""lho kenapa mau dirujuk ketempat lain? Dilayani disini saja bisa kok. (Disini kami heran. Kok dr IGD bilang TDK bisa, tetapi dr tsb bilang BISA DILAYANI) doker tsb mengatakan ke dr IGD"" Coba kamu konsultasi dulu dg dr bedahnya. Dilayani disini saja."" Kami pun mengatakan jika memang bisa dilayani di RS ini ya silahkan lakukan yg terbaik. Akhirnya dr IGD bilang, sebentar saya akan Konsul dulu dg dokter bedah(dlm hati saya kenapa tidak dari tadi dilakukan, sementara kondisi pasien sudah teriak2 kesakitan,) saya pun membatalkan order ambulance yg td sudah saya pesan).

17.00 dr. IGD Konsul dengan dr bedah melalui WA. Kami diminta untuk sabar menunggu. Saya jawab baiklah dok.

18.30 saya di info bahwa 
1 pasien dg luka ringan bisa pulang karena lukanya hanya luka kaki.
1 pasien luka bakar 65 % TDK bisa ditangani Disini. Oke saya minta rujuk ke RS lain. Saya minta ke rscm.
1 pasien luka bakar 45 % bisa dilayani di RS , tetapi dokter bedahnya diluar kota.l selama seminggu, jadi pasien tsb tidak akan di visit oleh dr bedah. Hanya divisit oleh dr jaga dan Konsul dg dokter bedah melalui WA (buat apa jika di visit?)

18.45 saya dan keluarga memutuskan untuk meminta 2 pasien tsb untuk di rujuk ke RSCM. Dan dokter IGD sekali lagi merekomendasikan untuk langsung dibawa saja menggunakan taxi onlen atau mobil. Karna menunggu antrian itu sangat lama. Dan kalau pakai mobil bisa langsung masuk IGD . (Saya bilang kenapa TDK dari tadi untuk usaha tlp ke RSCM hanya rekomendasi seperti itu) saya ttp memutuskan untuk minta tlp ke rscm sesuai dengan antrian. Akhirnya dr IGD pun mau untuk tlp ke RSCM.

19.30 RSCM Memberikan info bahwa kedua pasien tsb boleh di rujuk ke rscm. Saya pun langsung setuju. Lalu saya menanyakan bagaimana untuk membawa kedua pasien tsb? Apakah menggunakan ambulance Mediros atau saya perlu tlp ambulans lainnya? Atau saya tlp 118? Lalu perawat di ruangan itu bilang Jangan menggunakan ambulan yang lain atau order 118 pak. Karna proses & perjalannya lama. Dan dia merekomendasikan untuk menggunakan ambulance Mediros dengan ketentuan membawa pasien dg luka bakar 65% terlebih dahulu baru ambulans tsb kembali ke Mediros dan membawa pasien dg luka bakar 45 persen. 

19. 35 saya pun setuju dan diminta untuk mengurus administrasi. 

20.00 pengurusan administrasi selesai dan saya diminta ikut ke kasir untuk bayar tagihan 3 pasien tsb.
Saya pun memeriksa tagihan tsb.
Ada suatu kejanggalan 
Yang mana tarif antara pasien 45 % & 65 % kok lebih mahal pasien yang 45 %. 
Setelah saya cek kwitansi. Ada beberapa kwitansi dan ternyata ada 1 tagihan yang di tulis sama di beberapa kwitansi nya. Lalu saya bertanya ke kasir. Kok ini ada beberapa tagihan? Oh saya tidak tau pak. Yg menulis tagihan itu dari IGD bukan dari kasir. Ya saya bilang coba dong tanyakan ke IGD kenapa alasannya masa iya pasien yg lebih parah bayarnya lebih murah daripada pasien yg TDK begitu parah. Karena saya sendiri yg melihat apa saja proses yg dilakukan di IGD. Sementara semua tagihan sudah dibayar lunas oleh om saya. Kasir tsb lalu pergi ke IGD.

20.15 kasir tsb kembali dari IGD dan menyatakan bahwa mohon maaf terjadi kesalahan penulisan. Uang yg Doble akan say kembalikan (dlm hati saya untung saya cek kalau tidak ya lumayan juga) lalu saya berfikir apakah ini suatu kesengajaan atau memang suatu ke teledoran? Akhirnya uang kami dikembalikan. Dan proses pembayaran selesai.

20.45 saya menanyakan kira2 kapan jalannya pasien yg pertama ke rscm? Sebentar ya pak supir ambulan nya sedang keluar. Dekat kok pak sebentar-sebentar lagi. Saya bertanya? Kok supir ambulan tidak stnby? Malah pergi?
Bukannya seharusnya driver ambulan itu standby dengan unitnya yah?

21.00 sambil menunggu driver ambulan nya datang rscm kembali memberi kabar dan ternyata pasien yg dirujuk hanya bisa 1 saja karena terlalu lama ditunggu tidak datang juga akhirnya diberikan kepada rujukan yang lain disitu saya makin marah yang seharusnya pasien sudah jalan tetapi harus menunggu karna driver ambulan nya tidak ada

21.10 driver ambulan datang dan unit ambulan langsung di periksa oleh dokter yg berbadan agak besar tadi. Setelah dilakukan pengecekan ternyata ambulan tsb TIDAK LAIK JALAN. dokter tsb TDK merekomendasikan menggunakan ambulan tsb dan meminta kami untuk mencari ambulan yang lain atau order kembali ke 118.
Lho ini lucu sekaligus aneh. Jadi saya dari tadi menunggu AMBULANCE yang ternyata tidak laik jalan. Kalau saja dari jam 19.30 saya sudah order ambulan 118 setidaknya saya sudah mendapatkan 2 tempat di rscm. Dan anehnya kenapa pihak RS tidak tahu kalau ambulannya tidak laik jalan? Apakah tidak pernah dilakukan pengecekan? Dimana daily check, weekly check atau monthly check? Separah itu kah TDK pernah di cek?

Dan dokter itu juga menginformasikan jika kami bersedia menggunakan ambulan dr Mediros saya diminta ttd untuk tanggung jawab kalau terjadi sesuatu dengan pasien di jalan? Lho kok? Mereka yg menyarankan ambulan, mereka jg yg menyatakan TDK laik jalan? Dan saya yg diminta ttd untuk penanggung jawab. Lembar batu sembunyi tangan bgt!!
Saya TDK mau tahu . Bagaimana mereka dapat ambulan pengganti. Akhirnya mereka kembali menghubungi 118. Dan juga mencari RS pengganti untuk 1 pasien yg kamarnya di cancel oleh rscm.

21.30 ambulance 118 datang & uang kami dikembalikan lalu pasien 65% dibawa ke rscm & Mediros masjid mencari 1 RS pengganti untuk pasien 45%

22.00 pasien sampai di rscm & langsung dilakukan tindakan oleh tim dr IGD. Dokter mengatakan bahwa pasien akan di lakukan operasi pada Pkl 03.00 Sementara 1 pasien 45% masih proses pencarian tempat oleh Mediros 

23.30 pasien 45% masih blm dapat kamar sementara Mediros sudah menyerah dan menyarankan kami untuk rujuk paksa ke rscm menggunakan kendaraan pribadi 

24.00 pasien 45% sampai di rscm dan dilakukan tindakan oleh rscm.

Pelayanan Mediros sangat buruk. Merekomendasikan apa yg seharusnya tidak di rekomendasikan.

Tidak ada tempat pengaduan pelayanan / kritik & saran

Ambulance TDK laik jalan masih saja di pajang & dipakai TDK ada pengecekan rutin.


Terimakasih kepada ambulan 118 & rscm.

Mohon untuk DITINDAK RS MEDIROS!! jangan hanya memikirkan uangnya saja!!",Kementerian Kesehatan,  Kesehatan
"Yth. biro tata pemerintahan dki jakarta 

bersama ini kami sampaikan beberapa permasalahan ketua rt 004/07 utan kayu utara :

1) berdasarkan pasal 140 peraturan daerah nomor 5 tahun 2014 tentang transportasi. bunyi pasal tersebut yakni sebagai berikut: (1) setiap orang atau badan usaha pemilik kendaraan bermotor wajib memiliki atau menguasai garasi. (2) setiap orang atau badan usaha pemilik kendaraan bermotor dilarang menyimpan kendaraan bermotor di ruang milik jalan. (3) setiap orang atau badan usaha yang akan membeli kendaraan bermotor wajib memiliki atau menguasai garasi untuk menyimpan kendaraannya yang dibuktikan dengan surat bukti kepemilikan garasi dari kelurahan setempat.

seharusnya peran ketua rt mensosialisasikan perda tersebut kenyataannya justru melanggar aturan dengan membeli mobil kedua dan ditaruh di jalan depan rumahnya. sudah berlangsung hampir 2 tahun. terlebih mobil ini jarang sekali digunakan paling sebulan sekali
fungsi jalan seharusnya digunakan untuk pelaluan kendaraan dan tempat bermain anak2, tempat berinteraksi & sosialisasi antar warga. 
posisinya di tikungan sempit, ada pot besar di taruh ditengah jalan, bak semen tempat sampah pak rt, ada juga pohon2 besar di pinggir jalan sehingga parkirnya semakin ke tengah jalan menurut kami membahayakan anak kecil tidak terlihat, menyusahkan bila ada kendaraan lewat (gambar terlampir)
mobil terpaksa melewati jalan rusak dan got saluran air disebelahnya, yg tidak pernah diperhatikan pak rt.

hargailah warga yang rela menyewa tempat penitipan demi tidak parkir di jalan, hargailah warga yang susah payah parkir karena depan rumahnya ada mobil parkir,
hargailah warga yang jalan depan rumahnya tidak di aspal dan rela memperbaiki jalan dan saluran air dengan uang pribadi karena setiap hari dilindas mobil 

semua orang mampu membeli mobil murah lebih dari satu, tetapi harusnya memikirkan garasinya bukan dengan merampas jalan hak semua warga
bagaimana jika semua warga menaruh mobilnya di depan rumah? berbulan2 bahkan bertahun2
bagaimana bila ada kebakaran ada mobil pemadam kebakaran mau lewat atau ambulans menjemput warga ke ugd? apalagi pak rt sering tidak ada ditempat?
jika terjadi bencana atau gempa bumi tentunya jalan lah jadi tempat titik kumpul paling aman

kami sangat berterimakasih kepada pemerintah cq pak lurah utan kayu utara yang telah mengaspal jalan ini, walau hanya sebagian
kami cinta lingkungan rt ini, kami cinta kelurahan ini 
kami sebagai warga biasa tentunya akan sungkan dan takut apalagi beberapa kritikan tidak ditanggapi malah dibalas dengan arogansi. bukankah rt seharusnya jadi contoh panutan warga?

2) rumah ketua rt menyerobot jalan di bagian dak lantai 2 menjorok ke jalan merupakan pelanggaran imb dan garis sempadan jalan, permasalahan utamanya adalah saluran pembuangan air yang langsung jatuh ke tengah jalan (ada 3 lubang) dari atas rumah (gambar terlampir), sudah beberapa warga kena siram air dari atas rumah ini

3) spt pbb yang selalu telat diterima menjelang akhir tahun bahkan ada yang tidak menerima sama sekali, seharusnya pak rt membuat daftar terima sebagai bukti sehingga tidak ada warga yang dirugikan

4) sejak pemilu tahun 2014 dan pilkada dki tahun 2017 masih banyak warga yang tidak memperoleh undangan, padahal warga tersebut sudah bertahun2 tinggal disitu dengan ktp alamat setempat. 
hal tersebut tentunya merugikan warga karena mereka harus menunggu hingga siang hari untuk mencoblos menggunakan ktp. mohon didata kembali agar jangan sampai warga malas mencoblos hanya karena tidak ada undangan.

5) selama 2 periode menjabat sebagai ketua rt tidak ada laporan kegiatan maupun laporan keuangan yang disampaikan kepada warga
dalam  peraturan gubernur (pergub) 171 tahun 2016 tentang pedoman rt/rw yaitu salah satu tugas bendahara rt/rw adalah melakukan pencatatan pengeluaran dan penerimaan terhadap uang yang ada diterima oleh lembaga
rt/rw melaporkan pengeluaran bulanan kepada warga dalam forum musyawarah rt/rw yang harus diselenggarakan sekurang-kurangnya sekali dalam 6 bulan. selanjutnya, laporan tersebut ditembuskan kepada kelurahan.
demi terselenggaranya akuntabilitas dan transparansi serta menegakkan pergub 171, mohon pak dibuat laporan, karena setiap penggunaan uang negara dapat diaudit sewaktu2 oleh badan pemeriksa keuangan
pelayanan yang buruk tentunya dapat diperiksa ombudsman ri

6) kurangnya informasi misalnya beras raskin, kjp, kartu indonesia pintar, bpjs warga miskin, ronda keamanan dsb. sehingga warga yang harusnya dapat berpartisipasi turut serta tidak dapat mengikuti, tidak terdata karena tidak adanya informasi

7) bila ada undangan pemilihan rt/rw kami mohon untuk disebarluaskan ke semua warga sehingga tidak hanya golongan tertentu yang hadir di forum.

demikian kami sampaikan, bukan bermaksud menjelekkan ketua rt tapi demi koreksi diri untuk kemaslahatan bersama semua warga
mohon untuk ditindaklanjuti. terimakasih",Pemerintah Provinsi DKI Jakarta,  Pelayanan Masyarakat
"Kita Warga Desa Kadupandak,Kecamatan Tambaksari,Kabupaten Ciamis sangat membutuhkan alat Transportasi Ambulans dikarenakan kami berada di wilayah perbatasan Jawa Barat dan Jawa Tengah untuk menuju rumah sakit tidak ada akses kendaraan dan juga untuk membawa jenazah ke pemakaman pun sama dikarenakan jarak antara pemukiman dan pemakaman terlampau jauh.Terima Kasih",Dinas Kesehatan Kabupaten Ciamis,  Pemerintahan
"Kepada BPJS Kesehatan, 
saat ini saya sedang merawat orang tua saya di RSUD DOLOKSANGGUL, Kabupaten Humbang Hasundutan. Atas hal itu atas anjuran Dokter harus dilakukan CT scan, namun di RSUD DOLOKSANGGUL tidak tersedia fasilitas CT Scan dan harus melakukannya di RSUD HKBP Balige, Kabupaten Toba Samosir. Namun pihak RSUD DOLOKSANGGUL meminta dana sebesar Rp 1.600.000 dengan alasan hal tersebut tidak ditanggung BPJS, rincian dana tersebut adalah sbb : 
Biaya CT Scan Rp. 1.100.000
Biaya ambulans Rp. 500.000.
Apakah hal tersebut dibenarkan? ",BPJS Kesehatan KC Sibolga,  Keluhan Iur Biaya pada Layanan Kesehatan di FKRTL
"*bapak hendi yg saya hormati, saya fichayati seorang perawat Ambulans hebat yg diterima bekerja mulai desember 2016 sampai saat ini Desember 2017. Saya dan teman2 sudah ikut mendaftar untuk bisa bekerja kembali di Ambulans hebat, karena kami memiliki pengalaman kerja selama setahun, sudah tau seluk beluk pekerjaan si ambulans hebat, bagaimana berjuang untuk mendapatkan kepercayaan dari masyarakat, namun tidak disangka saya dan 33 orang lainnya tidak diterima lagi bekerja di ambulans hebat, padahal kami syarat semua komplit. Mohon diusut bapak apakah ada ketidakadilan dan kecurangan dalam rekrut",Dinas Kesehatan Kota Semarang,  Kepegawaian
"*bapak hendi yg saya hormati, saya fichayati seorang perawat Ambulans hebat yg diterima bekerja mulai desember 2016 sampai saat ini Desember 2017. Saya dan teman2 sudah ikut mendaftar untuk bisa bekerja kembali di Ambulans hebat, karena kami memiliki pengalaman kerja selama setahun, sudah tau seluk beluk pekerjaan si ambulans hebat, bagaimana berjuang untuk mendapatkan kepercayaan dari masyarakat, namun tidak disangka saya dan 33 orang lainnya tidak diterima lagi bekerja di ambulans hebat, padahal kami syarat semua komplit. Mohon diusut bapak apakah ada ketidakadilan dan kecurangan dalam rekrutmen ini, Allah Maha Tahu dan semoga bapak tetap bisa menjaga amanah sebagai walikota yg baik dan jujur, terimakasih*",Dinas Kesehatan Kota Semarang,  Kepegawaian
"Terjadi sebuah kecelakaan ketika proses pembangunan 26/10/2017 pada sekitar 15.45 sore di Jalan buru dekat POM bensin Andalas. Namun ketika menghubungi nomor berikut 0823-1417-8260 yang merupakan layanan ambulans di Urip Sumoharjo, yang menjawab telepon tidak dapat menyediakan ambulans segera dan menolak untuk membantu lebih lanjut.
 Di kondisi seperti ini, ketika nyawa menjadi taruhan, Kota Makassar tidak dapat membantu dengan tidak menyediakan layanan yang mudah dijangkau bagi semua orang. 15 menit berlalu tanpa pertolongan berlalu bisa saja berharga sebuah nyawa. Apakah Indonesia tidak menghargai nyawa manusia? Ataukah ketidak pedulian pemerintah Kota Makassar harus dibayar dengan nyawa?",Dinas Kesehatan Kota Makassar,  Kesehatan
"Seputaran Stasiun Klender hingga Pasar Klender 2 arah banyak pengendara motor yang melawan arus, menyebabkan kemacetan parah bahkan ambulans pun terhambat karena tidak ada yang mau mengalah. Mohon konsistensi Polantas untuk menjaga area tersebut dan menindak tegas pengendara motor yang melawan arus.",Kepolisian Negara Republik Indonesia,  Kepolisian
"Sesuai undang-undang no. 22 tahun 2009 pasal 59 ayat (5) penggunaan lampu isyarat dan sirene sebagaimana dimaksud pada ayat (1) dan ayat (2) sebagai berikut :

A. Lampu isyarat warna biru dan sirene digunakan untuk mobil petugas kepolisian negara republik indonesia;
 B. Lampu isyarat warna merah dan sirene digunakan untuk mobil tahanan, pengawalan tentara nasional indonesia, pemadam kebakaran, ambulans, palang merah, dan jenazah; dan
 C. Lampu isyarat warna kuning tanpa sirene digunakan untuk mobil patroli jalan tol, pengawasan sarana dan prasarana lalu lintas dan angkutan jalan, perawatan dan pembersihan fasilitas umum, menderek kendaraan, dan angkutan barang khusus.

Menurut peraturan di atas bahwa lampu isyarat warna biru dan sirine hanya boleh digunakan untuk mobil dinas polri, tapi nyatanya di lingkungan bsd ( bumi serpong damai ) wilayah hukum polres tangsel semua mobil dan motor patroli satpam bsd atau satpam sinarmas menggunakan lampu isyarat dan sirine padahal tidak sesuai peruntukannya dan satpam diwilayah hukum tersebut kadang suka menabrak kendaraannya ke kendaraan lain jika melakukan patroli untuk mengusir orang orang. Mohon untuk bapak kapolsek pagedangan dan kapolsek serpong menertibkan penggunaan lampu isyarat tersebut tidak sesuai penggunaanya, saya siap membantu jika dibutuhkan.",Kepolisian Negara Republik Indonesia,  Kepolisian
Bagaimana dengan Ambulans apakah pasien dapat di berikan menggunakan ambulance?,BPJS Kesehatan KC Padang Sidempuan,  Permintaan Informasi Tentang Akomadasi atau Ketersediaan Ruang Rawat Inap
Apakah biaya rawat inap di faskes tingkat satu dan penggunaan ambulans untuk rujukan ke RS ditanggung oleh BPJS Kesehatan?,BPJS Kesehatan KC Pati,  Permintaan Informasi Tentang Jaminan Pelayanan
"Jika pasien sakit dan perlu dirujuk ke daerah lain, apakah BPJS Kesehatan menanggung biaya ambulan untuk pasien?",BPJS Kesehatan KC Meulaboh,  Permintaan Informasi Tentang Jaminan Pelayanan
Biaya Ambulans apakah ditanggung BPJS Kesehatan?,BPJS Kesehatan KC Ternate,  Pelayanan Kesehatan
"Peserta mengeluh tentang ketidaktersediaannya oksigen di puskesmas dan ambulans. Peserta juga mengeluh karena dipungut biaya ambulans sebesar Rp. 250.000,- tanpa kwitansi dan dokter tidak ada di tempat pada saat kejadian.",BPJS Kesehatan KC Lubuk Linggau,  BPJS Kesehatan
"saya AI, saya kehilangan kartu BPJS di ambulans dan sudah membawa surat keterangan hilang",BPJS Kesehatan KCU Bandung,  Permintaan Informasi Cetak Kartu BPJS Kesehatan yang hilang dan Penggantian E-ID
Peserta datang ke Puskesmas Simpur dan perlu dirujuk je Rumah Sakit dengan ambulans puskesmas. Pasien dirujuk ke Rumah Sakit TK IV dan mendapat informasi dari petugas UGS Rumah sakit bahwa peserta harus memilih penjaminan BPJS Kesehatan yang di rumah sakit atau puskesmas karena penjaminan tidak bisa keduanya. Peserta memilih di Rumah sakit yang dijamin sehingga harus pembayaran di Puskesmas Simpur senilai Rp. 170.000 dan peserta mempertanyakan kenapa penjaminan harus memilih.,BPJS Kesehatan KC Bandar Lampung,  Kesehatan
"Mohon tertibkan pasar minggu di depan gasibu karena pejalan kaki yang menyeberang setiap saat membuat macet. Ambulans dari luar kota terjebak macet tak bisa bergerak, padahal setiap menit sangat berarti, hidup atau mati. Terima kasih!",Dinas Perhubungan Kota Bandung,  Perhubungan
"Yth. Kementerian Kesehatan,

Kami adalah tenaga honorer ambulans gawat darurat. Hal yang kami ingin tanyakan adalah apakah ke depannya akan ada kebijakan dari Kementerian Kesehatan yang mewajibkan RS/Puskesmas untuk mengangkat kami menjadi pegawai tetap? Mohon infonya, terima kasih.",Kementerian Kesehatan,  Kesehatan
"Yth. Kementerian Badan Usaha Milik Negara (BUMN)

Saya ingin bertanya, mengapa BTPN (Bank Tabungan Pensiun Negara) membuat peraturan baru di tahun 2015 jika pensiun sakit walau di ruang ICU sekalipun untuk pertama kali pakai surat kuasa harus bawa pensiun dengan ambulans ke BTPN?
Mohon informasinya, terima kasih.",Kementerian Badan Usaha Milik Negara,  Reformasi Birokrasi dan Tata Kelola
"Yth. Kementerian Kesehatan, 
Yth. Pemerintah Kota Bandung,

Setiap hari saya selalu melewati Rumah Sakit Umum Pusat (RSUP) Dr. Hasan Sadikin Bandung yang terletak di Jalan Pasteur No.38, Bandung, Jawa Barat 40161, Indonesia.

Saya ingin mengkritisi beberapa hal terkait RSUP tersebut, diantaranya:

Saya sering melihat para perawat lalu lalang mencari makan di warung Pedagang Kaki Lima (PKL) yang terletak di sekitar RSUP dengan menggunakan seragam perawat. Hal yang ingin saya tanyakan bukankah seharusnya seragam perawat harus senantiasa steril? Mengapa RSUP tidak menyediakan kantin khusus perawat saja di dalam RS?

Saya mohon Kementerian Kesehatan memperbaiki kualitas RSUP dengan menyediakan kantin higienis untuk para perawat didalam rumah sakit agar perawat tidak susah susah mencari tempat makan dan istirahat yang steril.

2. Saya sangat prihatin melihat RSUP yang terlihat begitu kumuh dengan banyaknya PKL di atas trotoar pejalan kaki dan memakan badan jalan juga di jalur utama untuk masuk ke rumah sakit. Selain kumuh, ada hal yang lebih penting, bagaimana kalau ada ambulans yang ingin masuk ke rumah sakit? Dengan adanya PKL yang hampir memakan setengah lebar jalan raya yang ada, jalanan tersebut selalu macet. 

Saya mohon Pemerintah Kota Bandung membantu untuk segera mensterilkan daerah jalan di depan RSUP tersebut dari PKL. Jika banyak PKL yang menolak, mungkin dapat disediakan lahan untuk relokasi PKL.

Terima kasih atas perhatiannya.",Kementerian Kesehatan,  Kesehatan
"Pada hari Jumat, 20 Juni 2014 pukul 18.00, saya salah satu pengendara mobil di jalur lambat Jalan Jenderal Sudirman Jakarta berencana ke arah Slipi. Ketika saya akan masuk ke jalur cepat, saya dihentikan oleh aparat dengan alasan Presiden akan lewat. Sekitar 5 menit saya menunggu, ada salah satu warga (sepertinya mahasiswa Universitas Atma Jaya) yang memberitahu aparat tersebut bahwa ada ambulans yang terjebak dalam antrian. Kurang lebih begini percakapannya: 

 Mahasiswa: ""Pak, itu ada ambulans mau lewat""
 Aparat: ""Ini Presiden mau lewat""
 M: ""Iya itu ambulansnya biar lewat dulu nggak bisa?"" 
 A: ""Nanti kalau saya dimarahin Presiden gimana?""
 M: ""Kalau pasiennya mati Bapak yang tanggung jawab?"" 
 A: ""Iya, iya""

 Setelah itu, mahasiswa tersebut pergi. Tidak lama kemudian, kembali ada seorang warga yang memberitahu aparat tersebut.

 Bapak: ""Pak, ini ambulansnya nggak bisa lewat dulu?"" 
 Aparat: ""Iya, ini Presiden mau lewat, Kalau saya dipecat gimana?"" 

 Akhirnya tanpa komentar lebih lanjut, Bapak itu menggeser barikade yang dipasang oleh Aparat demi membiarkan ambulans lewat. Kenyataannya, Bapak Presiden baru lewat sekitar 5 menit setelah ambulans itu bisa lewat. 

 Apakah memang benar begini kebijakan dari pemerintah? Hanya demi Presiden bisa berjalan dengan lancar, Aparat mau mengambil risiko mengorbankan nyawa salah satu warga negara? 

Menurut saya, risiko keterlambatan yang dapat disebabkan dari meloloskan satu ambulans tidaklah sebanding dengan risiko keterlambatan ambulans tersebut yang bisa menyebabkan hilangnya nyawa seseorang. 

 Jika memang prosedur yang dijalankan aparat tersebut memang demikian, mohon dipertimbangkan sekali lagi. Namun jika seharusnya aparat tersebut mendahulukan ambulansnya, mohon prosedur yang benar kembali disosialisasikan agar kejadian seperti ini tidak terulang lagi. 

Posisi saya saat itu ada pada kesempatan terakhir pindah dari jalur lambat menuju jalur cepat Jalan Jenderal Sudirman, tepat sebelum perempatan Semanggi. 

Terima kasih.",Korlantas Polri,  Topik Lainnya
"Yth. Kementerian Kesehatan,  

Cucu saya sakit bronkhitis, kemudian pukul 11.00 dirujuk oleh Puskesmas Cikalong ke RSUD Cikalong. Pada pukul 00.00 malamnua cucu saya meninggal. 

Saya membawa Surat Keterangan Tidak Mampu (SKTM), membayar Rp 2.500.000, mobil ambulans Rp 250.000 dan Rp 200.000. 

Alamat lengkap almarhumah Neni Nuraeni binti Emed yaitu di RT 4/RW 4 Deza Sukagalih Kecamatan Cikalong Kulon Cianjur. 

Yang ingin saya tanyakan adalah apakah benar bila sudah membawa SKTM harus membayar lagi?  Mohon penjelasannya. Terima kasih. ",Kementerian Kesehatan,  Kesehatan
"Saya mau melaporkan pelayanan petugas keamanan di UGD RS Fatmawati yang kurang tanggap terhadap pasien gawat darurat. 

Pada tanggal 10 September 2013 pukul 15.00, ayah saya (sekarang alm.) datang ke UGD RS. Fatmawati dengan mobil ambulans karena penyakit jantung, tapi tidak ditanggapi dengan cepat oleh keamanan yang ada di UGD. Mereka hanya mengatakan tidak ada tempat dan malah memarahi saya yang pada waktu itu saat saya meminta pelayanan yang cepat karena kondisi pasien yang sudah kritis. Nama petugas keamanan yang pada waktu itu ada di UGD Bpk. Ipin Darpin dan yang satu lagi memakai safari abu-abu berkulit putih. Mohon tindak lanjutnya kepada pihak terkait agar kejadian ini tidak terulang lagi. Karena menurut saya, orang / pasien yang datang dengan ambulans itu adalah orang yang sudah gawat dan memerlukan penanganan yang cepat dan tanggap karena berhubungan dengan nyawa manusia. Terima kasih.

Ayah saya datang menggunakan ambulans yang saya pakai milik lingkungan tempat tinggal saya. Setelah ambulance kami sampai di depan UGD tidak ada 1 pun petugas yang ada di tempat tersebut yang menghampiri ambulans yang membawa pasien, sampai akhirnya saya meminta bantuan petugas keamanan yang hanya berdiri saja di depan pintu masuk UGD. Setelah saya meminta bantuan petugas keamanan tersebut dengan nada keras, petugas tersebut membalas juga dengan nada membentak mengatakan ""di dalam UGD tidak ada kereta dorong yang ada hanya kursi roda"". Setelah itu, datanglah salah satu petugas keamanan dengan membawa kursi roda. Padahal sebelumnya, petugas tersebut tidak melihat dulu keadaan ayah saya yang berada di dalam ambulance. Pada waktu itu ayah saya keadaan sekarat karena kondisi jantungnya. Lalu saya katakan ke petugas keamanan ""liat dulu kondisi pasien, jangan datang-datang langsung bawa kursi roda"". Akhirnya, ada seorang ibu pegawai rumah sakit memanggil pihak keamanan yang baru datang. Saya tidak tahu ibu tersebut berbicara apa, tetapi lalu petugas keamanan tersebut ke dalam dan keluar dengan membawa kereta dorong.
Apakah seperti itu standar prosedur pelayanan UGD di RS Fatmawati ?

Setelah itu ayah saya langsung dibawa masuk ruang UGD dan dapat pelayanan dari dokter yg ada di ruangan itu. Yang saya kecewakan adalah pihak keamanan RS Fatmawati. Apakah mereka tidak dididik atau dibina ?",Kementerian Kesehatan,  Kesehatan
"Salam Advokasi..

Kami dari Yayasan Advokasi Rakyat Aceh (YARA) yang berdomisili di Jl. Pelangi No. 42 Kp. Keuramat, Kuta Alam Banda Aceh yang selama ini aktif melakukan advokasi terhadap hak-hak masyarakat Aceh, diantaranya di bidang kesehatan, pendidikan, ekonomi, pertanian dan akses infrastruktur.

Sehubungan banyaknya pengaduan yang kami terima terhadap pungutan “uang gantung” penggunaan fasilitas ambulan, obat-obatan dan alat habis pakai yang dibebankan kepada pasien Jaminan Kesehatan Aceh (JKA), Jaminan Kesehatan Nasional (Jamkesmas) dan Jaminan Persalinan (Jampersal)di Rumah Sakit Umum Daerah (RSUD)Teungku Peukan Kabupaten Aceh Barat Daya bahkan pungutan uang gantung tersebut dari bulan Mei sampai bulan Juli 2013 dikembalikan.

Terkait hal tersebut diatas, kami ingin melaporkan Direktur RSUD Teungku Peukan Kabupaten Aceh, Aceh Barat Daya yang sampai saat ini masih adanya sistem “uang gantung”, padahal sistem tersebut tidak dikenal dalam Manlak Jamkesmas maupun  Jampersal. “Malah yang tertera dalam manlak adalah terhadap pasien peserta Jamkesmas dan Jampersal, tidak boleh dipungut biaya dalam bentuk apa pun"".

Sebagai bahan referensi turut, kami lampirkan hasil publikasi media cetak:

http://aceh.tribunnews.com/2013/08/14/rsud-abdya-belum-kembalikan-biaya-ambulans-pasien-jka

",Kementerian Kesehatan,  Kesehatan
